Date,Workout Name,Exercise Name,Set Order,Weight,Weight Unit,Reps,RPE,Distance,Distance Unit,Seconds,Notes,Workout Notes,Workout Duration
2021-12-19 17:05:34,Bicep Day,Bicep Curl (Barbell),2,50,lbs,10,,,,0,,,52m
2021-12-19 17:05:34,Bicep Day,Bicep Curl (Barbell),3,50,lbs,8,,,,0,,,52m
2021-12-19 17:05:34,Bicep Day,Bicep Curl (Barbell),4,40,lbs,10,,,,0,,,52m
2021-12-19 17:05:34,Bicep Day,Bicep Curl (Barbell),5,40,lbs,10,,,,0,,,52m
2021-12-19 17:05:34,Bicep Day,Reverse Curl (Barbell),1,30,lbs,10,,,,0,,,52m
2021-12-19 17:05:34,Bicep Day,Reverse Curl (Barbell),2,20,lbs,20,,,,0,,,52m
2021-12-19 17:05:34,Bicep Day,Reverse Curl (Barbell),3,20,lbs,20,,,,0,,,52m
2021-12-19 17:05:34,Bicep Day,Reverse Curl (Barbell),4,20,lbs,11,,,,0,,,52m
2021-12-19 17:05:34,Bicep Day,Hammer Curl (Dumbbell),1,20,lbs,15,,,,0,,,52m
2021-12-19 17:05:34,Bicep Day,Hammer Curl (Dumbbell),2,20,lbs,10,,,,0,,,52m
2021-12-19 17:05:34,Bicep Day,Hammer Curl (Dumbbell),3,20,lbs,10,,,,0,,,52m
2021-12-19 17:05:34,Bicep Day,Hammer Curl (Dumbbell),4,20,lbs,10,,,,0,,,52m
2021-12-19 17:05:34,Bicep Day,Incline Curl (Dumbbell),1,10,lbs,20,,,,0,,,52m
2021-12-19 17:05:34,Bicep Day,Incline Curl (Dumbbell),2,15,lbs,15,,,,0,,,52m
2021-12-19 17:05:34,Bicep Day,Incline Curl (Dumbbell),3,15,lbs,10,,,,0,,,52m
2021-12-19 17:05:34,Bicep Day,Incline Curl (Dumbbell),4,15,lbs,10,,,,0,,,52m
2021-12-20 23:44:16,Back,Standing LAT pullover,1,47.5,lbs,10,,,,0,,,37m
2021-12-20 23:44:16,Back,Standing LAT pullover,2,25,lbs,10,,,,0,,,37m
2021-12-20 23:44:16,Back,Standing LAT pullover,3,25,lbs,10,,,,0,,,37m
2021-12-20 23:44:16,Back,Standing LAT pullover,4,25,lbs,10,,,,0,,,37m
2021-12-20 23:44:16,Back,Lat Pulldown - Wide Grip (Cable),1,60,lbs,20,,,,0,,,37m
2021-12-20 23:44:16,Back,Lat Pulldown - Wide Grip (Cable),2,105,lbs,9,,,,0,,,37m
2021-12-20 23:44:16,Back,Lat Pulldown - Wide Grip (Cable),3,90,lbs,10,,,,0,,,37m
2021-12-20 23:44:16,Back,Lat Pulldown - Wide Grip (Cable),4,90,lbs,7,,,,0,,,37m
2021-12-20 23:44:16,Back,Lat Pulldown - Underhand (Cable),1,75,lbs,10,,,,0,,,37m
2021-12-20 23:44:16,Back,Lat Pulldown - Underhand (Cable),2,90,lbs,10,,,,0,,,37m
2021-12-20 23:44:16,Back,Lat Pulldown - Underhand (Cable),3,90,lbs,10,,,,0,,,37m
2021-12-20 23:44:16,Back,Lat Pulldown - Underhand (Cable),4,75,lbs,10,,,,0,,,37m
2021-12-20 23:44:16,Back,Bent Over One Arm Row (Dumbbell),1,25,lbs,10,,,,0,,,37m
2021-12-20 23:44:16,Back,Bent Over One Arm Row (Dumbbell),2,20,lbs,10,,,,0,,,37m
2021-12-20 23:44:16,Back,Bent Over One Arm Row (Dumbbell),3,32.5,lbs,10,,,,0,,,37m
2021-12-20 23:44:16,Back,Bent Over One Arm Row (Dumbbell),4,32.5,lbs,10,,,,0,,,37m
